obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
"=""472.3810""","=""0.0020""","=""472.37984""","=""0.00011""","=""700*""","=""""",,"=""18.71137667""","=""21.3353143""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[1/2]""","=""0""","=""2s2.2p5.(2P*<3/2>).9s""","=""2[3/2]*""","=""1""",,"=""""","=""L3469""",
"=""472.4162""","=""0.0020""","=""472.4157""","=""0.0013""","=""50""","=""""",,"=""18.72638145""","=""21.350120""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).8d""","=""2[1/2]*""","=""0""",,"=""""","=""L3469""",
"=""472.5145""","=""0.0001""","=""472.51457""","=""0.00009""","=""700""","=""""",,"=""18.63679156""","=""21.2599810""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).8s""","=""2[3/2]*""","=""2""",,"=""""","=""L7292""",
"=""474.95754""","=""0.00004""","=""474.95745""","=""0.00003""","=""3000""","=""""",,"=""18.57583601""","=""21.18553364""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).6d""","=""2[5/2]*""","=""2""",,"=""""","=""L3451""",
"=""475.06826""","=""0.00020""","=""475.06871""","=""0.00005""","=""300""","=""""",,"=""18.57583601""","=""21.18492247""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).6d""","=""2[3/2]*""","=""1""",,"=""""","=""L4498""",
"=""475.1802""","=""0.0020""","=""475.18012""","=""0.00003""","=""300""","=""""",,"=""18.57583601""","=""21.18431077""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).6d""","=""2[3/2]*""","=""2""",,"=""""","=""L3469""",
"=""475.27320""","=""0.00004""","=""475.27311""","=""0.00004""","=""5000""","=""""",,"=""18.57583601""","=""21.18380040""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).6d""","=""2[7/2]*""","=""3""",,"=""""","=""L3451""",
"=""475.3123""","=""0.0020""","=""475.31186""","=""0.00016""","=""10""","=""""",,"=""18.72638145""","=""21.3341332""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).9s""","=""2[3/2]*""","=""2""",,"=""""","=""L3469""",
"=""475.4440""","=""0.0020""","=""475.44404""","=""0.00004""","=""1000""","=""""",,"=""18.57583601""","=""21.18286278""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).6d""","=""2[1/2]*""","=""1""",,"=""""","=""L3469""",
"=""475.8728""","=""0.0001""","=""475.87268""","=""0.00003""","=""1500""","=""""",,"=""18.63679156""","=""21.24147014""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<1/2>).7s""","=""2[1/2]*""","=""1""",,"=""""","=""L7292""",
"=""478.0338""","=""0.0001""","=""478.03377""","=""0.00007""","=""3000""","=""""",,"=""18.69335943""","=""21.2862629""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).7d""","=""2[5/2]*""","=""2""",,"=""""","=""L7292""",
"=""478.0884""","=""0.0020""","=""478.08807""","=""0.00021""","=""300""","=""""",,"=""18.69335943""","=""21.2859685""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).7d""","=""2[3/2]*""","=""1""",,"=""""","=""L3469""",
"=""478.1239""","=""0.0020""","=""478.12388""","=""0.00014""","=""20""","=""""",,"=""18.69335943""","=""21.2857743""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).7d""","=""2[3/2]*""","=""2""",,"=""""","=""L3469""",
"=""478.4022""","=""0.0020""","=""478.4025""","=""0.0003""","=""20""","=""""",,"=""18.69335943""","=""21.2842647""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).7d""","=""2[1/2]*""","=""0""",,"=""""","=""L3469""",
"=""478.89258""","=""0.00010""","=""478.89249""","=""0.00003""","=""10000""","=""""",,"=""18.55510805""","=""21.14336221""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""3""","=""2s2.2p5.(2P*<3/2>).7s""","=""2[3/2]*""","=""2""",,"=""""","=""L7292""",
"=""478.95982""","=""0.00020""","=""478.95920""","=""0.00007""","=""1000""","=""""",,"=""18.69335943""","=""21.2812531""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).6d""","=""2[3/2]*""","=""1""",,"=""""","=""L4498""",
"=""479.02195""","=""0.00020""","=""479.02171""","=""0.00004""","=""5000""","=""""",,"=""18.69335943""","=""21.28091538""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).6d""","=""2[5/2]*""","=""2""",,"=""""","=""L4498""",
"=""479.0728""","=""0.0020""","=""479.07185""","=""0.00003""","=""300""","=""""",,"=""18.69335943""","=""21.28064461""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).6d""","=""2[3/2]*""","=""2""",,"=""""","=""L3469""",
"=""480.0111""","=""0.0001""","=""480.01101""","=""0.00010""","=""150""","=""""",,"=""18.70407118""","=""21.2862943""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).7d""","=""2[5/2]*""","=""3""",,"=""""","=""L7292""",
"=""480.1076""","=""0.0020""","=""480.10769""","=""0.00014""","=""20""","=""""",,"=""18.70407118""","=""21.2857743""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).7d""","=""2[3/2]*""","=""2""",,"=""""","=""L3469""",
"=""480.2363""","=""0.0020""","=""480.23730""","=""0.00007""","=""100""","=""""",,"=""18.70407118""","=""21.2850775""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).7d""","=""2[7/2]*""","=""3""",,"=""""","=""L3469""",
"=""480.3225""","=""0.0020""","=""480.3250""","=""0.0003""","=""10""","=""""",,"=""18.70407118""","=""21.2846064""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).7d""","=""2[1/2]*""","=""1""",,"=""""","=""L3469""",
"=""480.9500""","=""0.0020""","=""480.94996""","=""0.00007""","=""100""","=""""",,"=""18.70407118""","=""21.2812531""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<1/2>).6d""","=""2[3/2]*""","=""1""",,"=""""","=""L3469""",
"=""481.00640""","=""0.00004""","=""481.00626""","=""0.00004""","=""1500""","=""""",,"=""18.70407118""","=""21.28095151""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<1/2>).6d""","=""2[5/2]*""","=""3""",,"=""""","=""L3451""",
"=""481.06392""","=""0.00020""","=""481.06355""","=""0.00003""","=""1000""","=""""",,"=""18.70407118""","=""21.28064461""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<1/2>).6d""","=""2[3/2]*""","=""2""",,"=""""","=""L4498""",
"=""481.4338""","=""0.0020""","=""481.43382""","=""0.00021""","=""500""","=""""",,"=""18.71137667""","=""21.2859685""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[1/2]""","=""0""","=""2s2.2p5.(2P*<3/2>).7d""","=""2[3/2]*""","=""1""",,"=""""","=""L3469""",
"=""481.6900""","=""0.0020""","=""481.6887""","=""0.0003""","=""10""","=""""",,"=""18.71137667""","=""21.2846064""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[1/2]""","=""0""","=""2s2.2p5.(2P*<3/2>).7d""","=""2[1/2]*""","=""1""",,"=""""","=""L3469""",
"=""481.76386""","=""0.00004""","=""481.76381""","=""0.00003""","=""3000""","=""""",,"=""18.61270528""","=""21.18553364""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).6d""","=""2[5/2]*""","=""2""",,"=""""","=""L3451""",
"=""481.87847""","=""0.00020""","=""481.87828""","=""0.00005""","=""1500""","=""""",,"=""18.61270528""","=""21.18492247""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).6d""","=""2[3/2]*""","=""1""",,"=""""","=""L4498""",
"=""481.9937""","=""0.0020""","=""481.99290""","=""0.00003""","=""700""","=""""",,"=""18.61270528""","=""21.18431077""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).6d""","=""2[3/2]*""","=""2""",,"=""""","=""L3469""",
"=""482.19218""","=""0.00020""","=""482.19214""","=""0.00003""","=""3000""","=""""",,"=""18.57583601""","=""21.14637893""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).7s""","=""2[3/2]*""","=""1""",,"=""""","=""L4498""",
"=""482.31725""","=""0.00020""","=""482.31720""","=""0.00007""","=""1000""","=""""",,"=""18.71137667""","=""21.2812531""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[1/2]""","=""0""","=""2s2.2p5.(2P*<1/2>).6d""","=""2[3/2]*""","=""1""",,"=""""","=""L4498""",
"=""482.3370""","=""0.0020""","=""482.33511""","=""0.00012""","=""500""","=""""",,"=""18.61270528""","=""21.1824863""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).6d""","=""2[1/2]*""","=""0""",,"=""""","=""L3469""",
"=""482.5529""","=""0.0020""","=""482.55181""","=""0.00012""","=""500""","=""""",,"=""18.69335943""","=""21.2619865""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).8s""","=""2[3/2]*""","=""1""",,"=""""","=""L3469""",
"=""482.7338""","=""0.0001""","=""482.73382""","=""0.00003""","=""10000""","=""""",,"=""18.38162323""","=""20.94928177""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""1""",,"=""""","=""L7292""",
"=""482.7587""","=""0.0001""","=""482.75871""","=""0.00003""","=""3000""","=""""",,"=""18.57583601""","=""21.14336221""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).7s""","=""2[3/2]*""","=""2""",,"=""""","=""L7292""",
"=""482.9288""","=""0.0020""","=""482.92886""","=""0.00010""","=""50""","=""""",,"=""18.69335943""","=""21.2599810""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).8s""","=""2[3/2]*""","=""2""",,"=""""","=""L3469""",
"=""483.73139""","=""0.00004""","=""483.73128""","=""0.00003""","=""5000""","=""""",,"=""18.38162323""","=""20.94398733""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""2""",,"=""""","=""L3451""",
"=""484.2566""","=""0.0020""","=""484.25612""","=""0.00021""","=""100""","=""""",,"=""18.72638145""","=""21.2859685""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).7d""","=""2[3/2]*""","=""1""",,"=""""","=""L3469""",
"=""484.2941""","=""0.0020""","=""484.29286""","=""0.00014""","=""500""","=""""",,"=""18.72638145""","=""21.2857743""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).7d""","=""2[3/2]*""","=""2""",,"=""""","=""L3469""",
"=""484.5145""","=""0.0020""","=""484.5140""","=""0.0003""","=""150""","=""""",,"=""18.72638145""","=""21.2846064""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).7d""","=""2[1/2]*""","=""1""",,"=""""","=""L3469""",
"=""484.5767""","=""0.0020""","=""484.5787""","=""0.0003""","=""50""","=""""",,"=""18.72638145""","=""21.2842647""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).7d""","=""2[1/2]*""","=""0""",,"=""""","=""L3469""",
"=""484.9530""","=""0.0020""","=""484.95283""","=""0.00010""","=""300""","=""""",,"=""18.70407118""","=""21.2599810""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).8s""","=""2[3/2]*""","=""2""",,"=""""","=""L3469""",
"=""485.1501""","=""0.0020""","=""485.14989""","=""0.00007""","=""600""","=""""",,"=""18.72638145""","=""21.2812531""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).6d""","=""2[3/2]*""","=""1""",,"=""""","=""L3469""",
"=""485.2655""","=""0.0001""","=""485.26547""","=""0.00003""","=""1000""","=""""",,"=""18.72638145""","=""21.28064461""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).6d""","=""2[3/2]*""","=""2""",,"=""""","=""L7292""",
"=""485.9604""","=""0.0020""","=""485.96055""","=""0.00012""","=""150""","=""""",,"=""18.71137667""","=""21.2619865""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[1/2]""","=""0""","=""2s2.2p5.(2P*<3/2>).8s""","=""2[3/2]*""","=""1""",,"=""""","=""L3469""",
"=""486.30810""","=""0.00020""","=""486.30767""","=""0.00003""","=""1000""","=""""",,"=""18.63679156""","=""21.18558079""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).6d""","=""2[5/2]*""","=""3""",,"=""""","=""L4498""",
"=""486.43729""","=""0.00020""","=""486.43717""","=""0.00003""","=""300""","=""""",,"=""18.69335943""","=""21.24147014""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).7s""","=""2[1/2]*""","=""1""",,"=""""","=""L4498""",
"=""486.55065""","=""0.00020""","=""486.55011""","=""0.00004""","=""1000""","=""""",,"=""18.63679156""","=""21.18431077""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).6d""","=""2[3/2]*""","=""2""",,"=""""","=""L4498""",
"=""486.6476""","=""0.0001""","=""486.64761""","=""0.00004""","=""800""","=""""",,"=""18.63679156""","=""21.18380040""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).6d""","=""2[7/2]*""","=""3""",,"=""""","=""L7292""",
"=""486.70189""","=""0.00020""","=""486.70168""","=""0.00003""","=""700""","=""""",,"=""18.69335943""","=""21.24008531""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).7s""","=""2[1/2]*""","=""0""",,"=""""","=""L4498""",
"=""486.82766""","=""0.00020""","=""486.82683""","=""0.00004""","=""700""","=""""",,"=""18.63679156""","=""21.18286278""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).6d""","=""2[1/2]*""","=""1""",,"=""""","=""L4498""",
"=""488.3403""","=""0.0020""","=""488.34073""","=""0.00003""","=""150""","=""""",,"=""18.57583601""","=""21.11401428""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""2""","=""2s2.2p5.(2P*<1/2>).5d""","=""2[3/2]*""","=""1""",,"=""""","=""L3469""",
"=""488.49170""","=""0.00004""","=""488.49181""","=""0.00004""","=""10000""","=""4.15e+05""",C+,"=""18.57583601""","=""21.11322925""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""2""","=""2s2.2p5.(2P*<1/2>).5d""","=""2[5/2]*""","=""3""",,"=""T6976""","=""L3451""",
"=""488.50971""","=""0.00020""","=""488.50940""","=""0.00003""","=""1000""","=""1.02e+05""",C,"=""18.57583601""","=""21.11313791""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""2""","=""2s2.2p5.(2P*<1/2>).5d""","=""2[3/2]*""","=""2""",,"=""T6976""","=""L4498""",
"=""488.8365""","=""0.0020""","=""488.83633""","=""0.00012""","=""50""","=""""",,"=""18.72638145""","=""21.2619865""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).8s""","=""2[3/2]*""","=""1""",,"=""""","=""L3469""",
"=""489.2090""","=""0.0001""","=""489.20896""","=""0.00003""","=""5000""","=""""",,"=""18.61270528""","=""21.14637893""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).7s""","=""2[3/2]*""","=""1""",,"=""""","=""L7292""",
"=""489.2228""","=""0.0020""","=""489.22327""","=""0.00010""","=""100""","=""""",,"=""18.72638145""","=""21.2599810""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).8s""","=""2[3/2]*""","=""2""",,"=""""","=""L3469""",
"=""489.7924""","=""0.0020""","=""489.79214""","=""0.00003""","=""700""","=""""",,"=""18.61270528""","=""21.14336221""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).7s""","=""2[3/2]*""","=""2""",,"=""""","=""L3469""",
"=""489.9013""","=""0.0020""","=""489.90122""","=""0.00003""","=""500""","=""""",,"=""18.71137667""","=""21.24147014""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[1/2]""","=""0""","=""2s2.2p5.(2P*<1/2>).7s""","=""2[1/2]*""","=""1""",,"=""""","=""L3469""",
"=""492.8235""","=""0.0001""","=""492.82397""","=""0.00003""","=""700""","=""""",,"=""18.72638145""","=""21.24147014""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).7s""","=""2[1/2]*""","=""1""",,"=""""","=""L7292""",
"=""493.0944""","=""0.0020""","=""493.09547""","=""0.00003""","=""500""","=""""",,"=""18.72638145""","=""21.24008531""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).7s""","=""2[1/2]*""","=""0""",,"=""""","=""L3469""",
"=""493.9041""","=""0.0001""","=""493.90431""","=""0.00003""","=""1000""","=""""",,"=""18.63679156""","=""21.14637893""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).7s""","=""2[3/2]*""","=""1""",,"=""""","=""L7292""",
"=""494.4987""","=""0.0001""","=""494.49874""","=""0.00003""","=""1000""","=""""",,"=""18.63679156""","=""21.14336221""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).7s""","=""2[3/2]*""","=""2""",,"=""""","=""L7292""",
"=""495.53905""","=""0.0002""","=""495.53896""","=""0.00003""","=""1500""","=""2.69e+05""",C,"=""18.61270528""","=""21.11401428""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).5d""","=""2[3/2]*""","=""1""",,"=""T6976""","=""L4498""",
"=""495.70335""","=""0.00004""","=""495.70324""","=""0.00004""","=""10000""","=""1.06e+06""",C+,"=""18.61270528""","=""21.11318538""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).5d""","=""2[5/2]*""","=""2""",,"=""T6976""","=""L3451""",
"=""495.7122""","=""0.0001""","=""495.71265""","=""0.00003""","=""1500""","=""3.41e+05""",C+,"=""18.61270528""","=""21.11313791""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).5d""","=""2[3/2]*""","=""2""",,"=""T6976""","=""L7292""",
"=""497.35555""","=""0.00020""","=""497.35533""","=""0.00004""","=""1000""","=""""",,"=""18.69335943""","=""21.18553364""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).6d""","=""2[5/2]*""","=""2""",,"=""""","=""L4498""",
"=""497.4760""","=""0.0020""","=""497.47733""","=""0.00006""","=""500""","=""""",,"=""18.69335943""","=""21.18492247""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).6d""","=""2[3/2]*""","=""1""",,"=""""","=""L3469""",
"=""497.5961""","=""0.0020""","=""497.59950""","=""0.00004""","=""100""","=""""",,"=""18.69335943""","=""21.18431077""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).6d""","=""2[3/2]*""","=""2""",,"=""""","=""L3469""",
"=""497.9625""","=""0.0020""","=""497.96423""","=""0.00013""","=""50""","=""""",,"=""18.69335943""","=""21.1824863""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).6d""","=""2[1/2]*""","=""0""",,"=""""","=""L3469""",
"=""499.4930""","=""0.0001""","=""499.49281""","=""0.00004""","=""1500""","=""""",,"=""18.70407118""","=""21.18558079""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).6d""","=""2[5/2]*""","=""3""",,"=""""","=""L7292""",
"=""499.6209""","=""0.0020""","=""499.62536""","=""0.00006""","=""20""","=""""",,"=""18.70407118""","=""21.18492247""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).6d""","=""2[3/2]*""","=""1""",,"=""""","=""L3469""",
"=""499.7482""","=""0.0020""","=""499.74858""","=""0.00004""","=""150""","=""""",,"=""18.70407118""","=""21.18431077""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).6d""","=""2[3/2]*""","=""2""",,"=""""","=""L3469""",
"=""499.8502""","=""0.0020""","=""499.85144""","=""0.00004""","=""100""","=""""",,"=""18.70407118""","=""21.18380040""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).6d""","=""2[7/2]*""","=""3""",,"=""""","=""L3469""",
"=""500.0395""","=""0.0020""","=""500.04051""","=""0.00004""","=""30""","=""""",,"=""18.70407118""","=""21.18286278""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).6d""","=""2[1/2]*""","=""1""",,"=""""","=""L3469""",
"=""500.3561""","=""0.0020""","=""500.35720""","=""0.00004""","=""20""","=""""",,"=""18.63679156""","=""21.11401428""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<1/2>).5d""","=""2[3/2]*""","=""1""",,"=""""","=""L3469""",
"=""500.51587""","=""0.00004""","=""500.51582""","=""0.00004""","=""5000""","=""4.37e+05""",C+,"=""18.63679156""","=""21.11322925""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<1/2>).5d""","=""2[5/2]*""","=""3""",,"=""T6976""","=""L3451""",
"=""500.53467""","=""0.00030""","=""500.53428""","=""0.00004""","=""500""","=""1.53e+05""",C,"=""18.63679156""","=""21.11313791""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<1/2>).5d""","=""2[3/2]*""","=""2""",,"=""T6976""","=""L4498""",
"=""501.1003""","=""0.0001""","=""501.10099""","=""0.00006""","=""250""","=""""",,"=""18.71137667""","=""21.18492247""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[1/2]""","=""0""","=""2s2.2p5.(2P*<3/2>).6d""","=""2[3/2]*""","=""1""",,"=""""","=""L7292""",
"=""501.5187""","=""0.0020""","=""501.51861""","=""0.00004""","=""50""","=""""",,"=""18.71137667""","=""21.18286278""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[1/2]""","=""0""","=""2s2.2p5.(2P*<3/2>).6d""","=""2[1/2]*""","=""1""",,"=""""","=""L3469""",
"=""502.2870""","=""0.0001""","=""502.28639""","=""0.00004""","=""250""","=""""",,"=""18.57583601""","=""21.04354431""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""2""","=""2s2.2p5.(2P*<1/2>).6s""","=""2[1/2]*""","=""1""",,"=""""","=""L7292""",
"=""503.13484""","=""0.00010""","=""503.13481""","=""0.00004""","=""2500""","=""1.34e+06""",C+,"=""18.55510805""","=""21.01865519""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""3""","=""2s2.2p5.(2P*<3/2>).5d""","=""2[5/2]*""","=""3""",,"=""T6976""","=""L7292""",
"=""503.15087""","=""0.00030""","=""503.15041""","=""0.00004""","=""20""","=""9.8e+04""",C,"=""18.55510805""","=""21.01857880""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""3""","=""2s2.2p5.(2P*<3/2>).5d""","=""2[5/2]*""","=""2""",,"=""T6976""","=""L4498""",
"=""503.60016""","=""0.00030""","=""503.59924""","=""0.00004""","=""350""","=""2.08e+05""",C,"=""18.55510805""","=""21.01638327""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""3""","=""2s2.2p5.(2P*<3/2>).5d""","=""2[3/2]*""","=""2""",,"=""T6976""","=""L4498""",
"=""503.75927""","=""0.00030""","=""503.75844""","=""0.00004""","=""30""","=""2.26e+05""",C,"=""18.55510805""","=""21.01560547""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""3""","=""2s2.2p5.(2P*<3/2>).5d""","=""2[7/2]*""","=""3""",,"=""T6976""","=""L4498""",
"=""503.77512""","=""0.00004""","=""503.77504""","=""0.00004""","=""5000""","=""4.44e+06""",C+,"=""18.55510805""","=""21.01552439""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""3""","=""2s2.2p5.(2P*<3/2>).5d""","=""2[7/2]*""","=""4""",,"=""T6976""","=""L3451""",
"=""504.1598""","=""0.0020""","=""504.15931""","=""0.00006""","=""10""","=""""",,"=""18.72638145""","=""21.18492247""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).6d""","=""2[3/2]*""","=""1""",,"=""""","=""L3469""",
