element,sp_num,obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
Na,3,"=""200.4215""","=""0.0005""","=""200.4214""","=""0.0011""","=""10""","=""2.07e+08""",B+,"=""51.690167""","=""57.874340""","=""2s2.2p4.(3P).3p""","=""2S*""","=""1/2""","=""2s2.2p4.(3P).3d""","=""2P""","=""3/2""",,"=""c51,T7317""","=""L1882""",
Na,3,"=""200.5217""","=""0.0005""","=""200.5216""","=""0.0011""","=""11""","=""9.67e+07""",B,"=""45.570413""","=""51.751498""","=""2s2.2p4.(3P).3s""","=""4P""","=""1/2""","=""2s2.2p4.(3P).3p""","=""4S*""","=""3/2""",,"=""c51,T7317""","=""L1882""",
Na,3,"=""200.5546""","=""0.0005""","=""200.5548""","=""0.0011""","=""9""","=""1.50e+08""",B+,"=""51.474802""","=""57.654863""","=""2s2.2p4.(3P).3p""","=""2D*""","=""3/2""","=""2s2.2p4.(3P).3d""","=""2D""","=""3/2""",,"=""c51,T7317""","=""L1882""",
Na,3,"=""200.8470""","=""0.0005""","=""200.8468""","=""0.0011""","=""11""","=""1.45e+08""",D,"=""51.474802""","=""57.645879""","=""2s2.2p4.(3P).3p""","=""2D*""","=""3/2""","=""2s2.2p4.(3P).3d""","=""4P""","=""5/2""",,"=""c51,T7317""","=""L1882""",
Na,3,"=""201.1865""","=""0.0005""","=""201.1865""","=""0.0011""","=""15""","=""6.37e+08""",B+,"=""51.364403""","=""57.525063""","=""2s2.2p4.(3P).3p""","=""2D*""","=""5/2""","=""2s2.2p4.(3P).3d""","=""2F""","=""7/2""",,"=""c51,T7317""","=""L1882""",
Na,3,"=""201.4169""","=""0.0005""","=""201.4169""","=""0.0011""","=""11""","=""4.88e+08""",A,"=""55.271848""","=""61.425460""","=""2s2.2p4.(1D).3p""","=""2D*""","=""3/2""","=""2s2.2p4.(1D).3d""","=""2F""","=""5/2""",,"=""c51,T7317""","=""L1882""",
Na,3,"=""201.7024""","=""0.0005""","=""201.7024""","=""0.0012""","=""12""","=""5.44e+08""",A,"=""55.281231""","=""61.426136""","=""2s2.2p4.(1D).3p""","=""2D*""","=""5/2""","=""2s2.2p4.(1D).3d""","=""2F""","=""7/2""",,"=""c51,T7317""","=""L1882""",
Na,3,"=""201.723""","=""0.0010""","=""201.7246""","=""0.0012""","=""1""","=""4.31e+07""",B,"=""55.281231""","=""61.425460""","=""2s2.2p4.(1D).3p""","=""2D*""","=""5/2""","=""2s2.2p4.(1D).3d""","=""2F""","=""5/2""",,"=""c51,T7317""","=""L1882""",
Na,4,"=""201.8137""","=""0.0010""","=""201.81""","=""0.06""","=""5""","=""3.45e+08""",B,"=""60.3369""","=""66.4785""","=""2s2.2p3.(4S*).3s""","=""3S*""","=""1""","=""2s2.2p3.(4S*).3p""","=""3P""","=""0""",,"=""T7663c11""","=""L3834""",
Na,4,"=""201.8384""","=""0.0010""","=""201.84""","=""0.06""","=""10""","=""3.44e+08""",B+,"=""60.3369""","=""66.4777""","=""2s2.2p3.(4S*).3s""","=""3S*""","=""1""","=""2s2.2p3.(4S*).3p""","=""3P""","=""2""",,"=""T7663c11""","=""L3834""",
Na,4,"=""201.9188""","=""0.0010""","=""201.92""","=""0.06""","=""9""","=""3.44e+08""",B,"=""60.3369""","=""66.4753""","=""2s2.2p3.(4S*).3s""","=""3S*""","=""1""","=""2s2.2p3.(4S*).3p""","=""3P""","=""1""",,"=""T7663c11""","=""L3834""",
Na,3,"=""202.2295""","=""0.0005""","=""202.2298""","=""0.0012""","=""9""","=""4.62e+07""",B,"=""50.954646""","=""57.083528""","=""2s2.2p4.(3P).3p""","=""4D*""","=""7/2""","=""2s2.2p4.(3P).3d""","=""4D""","=""5/2""",,"=""c51,T7317""","=""L1882""",
Na,3,"=""202.3225""","=""0.0005""","=""202.3228""","=""0.0012""","=""6""","=""3.29e+07""",C+,"=""51.364403""","=""57.490469""","=""2s2.2p4.(3P).3p""","=""2D*""","=""5/2""","=""2s2.2p4.(3P).3d""","=""4F""","=""5/2""",,"=""c51,T7317""","=""L1882""",
Na,3,"=""202.8553""","=""0.0005""","=""202.8557""","=""0.0012""","=""12""","=""1.93e+08""",B+,"=""50.954646""","=""57.064621""","=""2s2.2p4.(3P).3p""","=""4D*""","=""7/2""","=""2s2.2p4.(3P).3d""","=""4D""","=""7/2""",,"=""c51,T7317""","=""L1882""",
Na,3,"=""203.1128""","=""0.0005""","=""203.1128""","=""0.0012""","=""12""","=""3.08e+08""",C+,"=""51.474802""","=""57.577043""","=""2s2.2p4.(3P).3p""","=""2D*""","=""3/2""","=""2s2.2p4.(3P).3d""","=""2F""","=""5/2""",,"=""c51,T7317""","=""L1882""",
Na,3,"=""203.5897""","=""0.0005""","=""203.5898""","=""0.0012""","=""11""","=""6.23e+08""",B+,"=""51.690167""","=""57.778113""","=""2s2.2p4.(3P).3p""","=""2S*""","=""1/2""","=""2s2.2p4.(3P).3d""","=""2P""","=""1/2""",,"=""c51,T7317""","=""L1882""",
Na,3,"=""203.7776""","=""0.0005""","=""203.7780""","=""0.0012""","=""8""","=""6.73e+07""",B,"=""51.024008""","=""57.106331""","=""2s2.2p4.(3P).3p""","=""4D*""","=""5/2""","=""2s2.2p4.(3P).3d""","=""4D""","=""3/2""",,"=""c51,T7317""","=""L1882""",
Na,3,"=""204.1661""","=""0.0005""","=""204.1665""","=""0.0012""","=""12""","=""1.64e+08""",B,"=""51.364403""","=""57.435154""","=""2s2.2p4.(3P).3p""","=""2D*""","=""5/2""","=""2s2.2p4.(3P).3d""","=""4F""","=""7/2""",,"=""c51,T7317""","=""L1882""",
Na,3,"=""204.3290""","=""0.0005""","=""204.3289""","=""0.0012""","=""12""","=""4.02e+08""",B+,"=""49.492299""","=""55.558226""","=""2s2.2p4.(1D).3s""","=""2D""","=""3/2""","=""2s2.2p4.(1D).3p""","=""2P*""","=""1/2""",,"=""c51,T7317""","=""L1882""",
Na,3,"=""204.4823""","=""0.0005""","=""204.4821""","=""0.0012""","=""10""","=""4.00e+08""",B+,"=""55.271848""","=""61.333230""","=""2s2.2p4.(1D).3p""","=""2D*""","=""3/2""","=""2s2.2p4.(1D).3d""","=""2D""","=""3/2""",,"=""c51,T7317""","=""L1882""",
Na,3,"=""204.5443""","=""0.0005""","=""204.5450""","=""0.0012""","=""10""","=""1.05e+08""",B+,"=""51.024008""","=""57.083528""","=""2s2.2p4.(3P).3p""","=""4D*""","=""5/2""","=""2s2.2p4.(3P).3d""","=""4D""","=""5/2""",,"=""c51,T7317""","=""L1882""",
Na,3,"=""204.797""","=""0.0010""","=""204.7992""","=""0.0012""","=""1""","=""4.69e+07""",B,"=""55.281231""","=""61.333230""","=""2s2.2p4.(1D).3p""","=""2D*""","=""5/2""","=""2s2.2p4.(1D).3d""","=""2D""","=""3/2""",,"=""c51,T7317""","=""L1882""",
Na,3,"=""204.8313""","=""0.0005""","=""204.8305""","=""0.0012""","=""6""","=""6.54e+07""",B+,"=""55.271848""","=""61.322923""","=""2s2.2p4.(1D).3p""","=""2D*""","=""3/2""","=""2s2.2p4.(1D).3d""","=""2D""","=""5/2""",,"=""c51,T7317""","=""L1882""",
Na,3,"=""204.8719""","=""0.0005""","=""204.8725""","=""0.0012""","=""7""","=""8.11e+07""",B,"=""51.075511""","=""57.125345""","=""2s2.2p4.(3P).3p""","=""4D*""","=""3/2""","=""2s2.2p4.(3P).3d""","=""4D""","=""1/2""",,"=""c51,T7317""","=""L1882""",
Na,3,"=""205.1484""","=""0.0005""","=""205.1486""","=""0.0012""","=""11""","=""4.36e+08""",A,"=""55.281231""","=""61.322923""","=""2s2.2p4.(1D).3p""","=""2D*""","=""5/2""","=""2s2.2p4.(1D).3d""","=""2D""","=""5/2""",,"=""c51,T7317""","=""L1882""",
Na,3,"=""205.1845""","=""0.0005""","=""205.1853""","=""0.0012""","=""5""","=""1.37e+07""",B,"=""51.024008""","=""57.064621""","=""2s2.2p4.(3P).3p""","=""4D*""","=""5/2""","=""2s2.2p4.(3P).3d""","=""4D""","=""7/2""",,"=""c51,T7317""","=""L1882""",
Na,3,"=""205.5183""","=""0.0005""","=""205.5185""","=""0.0012""","=""9""","=""6.39e+07""",B,"=""51.075511""","=""57.106331""","=""2s2.2p4.(3P).3p""","=""4D*""","=""3/2""","=""2s2.2p4.(3P).3d""","=""4D""","=""3/2""",,"=""c51,T7317""","=""L1882""",
Na,3,"=""205.873""","=""0.0010""","=""205.8755""","=""0.0012""","=""4""","=""6.95e+07""",B,"=""51.104980""","=""57.125345""","=""2s2.2p4.(3P).3p""","=""4D*""","=""1/2""","=""2s2.2p4.(3P).3d""","=""4D""","=""1/2""",,"=""c51,T7317""","=""L1882""",
Na,3,"=""206.0360""","=""0.0005""","=""206.0363""","=""0.0012""","=""10""","=""8.12e+07""",B,"=""51.474802""","=""57.490469""","=""2s2.2p4.(3P).3p""","=""2D*""","=""3/2""","=""2s2.2p4.(3P).3d""","=""4F""","=""5/2""",,"=""c51,T7317""","=""L1882""",
Na,3,"=""206.2990""","=""0.0005""","=""206.2987""","=""0.0012""","=""5""","=""2.21e+07""",B,"=""51.075511""","=""57.083528""","=""2s2.2p4.(3P).3p""","=""4D*""","=""3/2""","=""2s2.2p4.(3P).3d""","=""4D""","=""5/2""",,"=""c51,T7317""","=""L1882""",
Na,3,"=""206.5282""","=""0.0005""","=""206.5278""","=""0.0012""","=""4""","=""2.58e+07""",B,"=""51.104980""","=""57.106331""","=""2s2.2p4.(3P).3p""","=""4D*""","=""1/2""","=""2s2.2p4.(3P).3d""","=""4D""","=""3/2""",,"=""c51,T7317""","=""L1882""",
Na,3,"=""206.6601""","=""0.0005""","=""206.6598""","=""0.0012""","=""15""","=""3.72e+08""",B+,"=""49.491356""","=""55.488875""","=""2s2.2p4.(1D).3s""","=""2D""","=""5/2""","=""2s2.2p4.(1D).3p""","=""2P*""","=""3/2""",,"=""c51,T7317""","=""L1882""",
Na,3,"=""206.6905""","=""0.0005""","=""206.6923""","=""0.0012""","=""8""","=""1.57e+07""",C+,"=""49.492299""","=""55.488875""","=""2s2.2p4.(1D).3s""","=""2D""","=""3/2""","=""2s2.2p4.(1D).3p""","=""2P*""","=""3/2""",,"=""c51,T7317""","=""L1882""",
Na,3,"=""207.2673""","=""0.0005""","=""207.2673""","=""0.0012""","=""11""","=""3.52e+08""",B+,"=""51.894397""","=""57.874340""","=""2s2.2p4.(3P).3p""","=""2P*""","=""1/2""","=""2s2.2p4.(3P).3d""","=""2P""","=""3/2""",,"=""c51,T7317""","=""L1882""",
Na,3,"=""209.4808""","=""0.0005""","=""209.4805""","=""0.0012""","=""4""","=""3.09e+07""",C+,"=""51.690167""","=""57.606938""","=""2s2.2p4.(3P).3p""","=""2S*""","=""1/2""","=""2s2.2p4.(3P).3d""","=""4P""","=""3/2""",,"=""c51,T7317""","=""L1882""",
Na,3,"=""209.9563""","=""0.0005""","=""209.9563""","=""0.0012""","=""6""","=""8.62e+07""",B,"=""51.751498""","=""57.654863""","=""2s2.2p4.(3P).3p""","=""4S*""","=""3/2""","=""2s2.2p4.(3P).3d""","=""2D""","=""3/2""",,"=""c51,T7317""","=""L1882""",
Na,3,"=""210.0443""","=""0.0005""","=""210.0420""","=""0.0012""","=""3""","=""7.41e+07""",B,"=""51.877158""","=""57.778113""","=""2s2.2p4.(3P).3p""","=""2P*""","=""3/2""","=""2s2.2p4.(3P).3d""","=""2P""","=""1/2""",,"=""c51,T7317""","=""L1882""",
Na,3,"=""210.2762""","=""0.0005""","=""210.2763""","=""0.0013""","=""12""","=""2.31e+08""",B+,"=""51.751498""","=""57.645879""","=""2s2.2p4.(3P).3p""","=""4S*""","=""3/2""","=""2s2.2p4.(3P).3d""","=""4P""","=""5/2""",,"=""c51,T7317""","=""L1882""",
Na,4,"=""210.6327""","=""0.0010""","=""210.63""","=""0.06""","=""12bl""","=""2.72e+08""",B+,"=""65.1022""","=""70.9867""","=""2s2.2p3.(2D*).3s""","=""3D*""","=""3""","=""2s2.2p3.(2D*).3p""","=""3D""","=""3""",,"=""T7663c11""","=""L3834""",
Na,3,"=""210.927""","=""0.0010""","=""210.9279""","=""0.0013""","=""1""","=""3.97e+07""",B,"=""55.271848""","=""61.148022""","=""2s2.2p4.(1D).3p""","=""2D*""","=""3/2""","=""2s2.2p4.(1D).3d""","=""2P""","=""3/2""",,"=""c51,T7317""","=""L1882""",
Na,3,"=""211.2650""","=""0.0005""","=""211.2653""","=""0.0013""","=""7""","=""1.54e+08""",B+,"=""55.281231""","=""61.148022""","=""2s2.2p4.(1D).3p""","=""2D*""","=""5/2""","=""2s2.2p4.(1D).3d""","=""2P""","=""3/2""",,"=""c51,T7317""","=""L1882""",
Na,4,"=""211.3099""","=""0.0010""","=""211.31""","=""0.06""","=""4""","=""4.70e+07""",C+,"=""65.1022""","=""70.9678""","=""2s2.2p3.(2D*).3s""","=""3D*""","=""3""","=""2s2.2p3.(2D*).3p""","=""3D""","=""2""",,"=""T7663c11""","=""L3834""",
Na,4,"=""211.4533""","=""0.0010""","=""211.45""","=""0.06""","=""10""","=""2.10e+08""",B,"=""65.1062""","=""70.9678""","=""2s2.2p3.(2D*).3s""","=""3D*""","=""2""","=""2s2.2p3.(2D*).3p""","=""3D""","=""2""",,"=""T7663c11""","=""L3834""",
Na,4,"=""211.513""","=""0.0010""","=""211.52""","=""0.06""","=""3""","=""7.03e+07""",C+,"=""65.1062""","=""70.9660""","=""2s2.2p3.(2D*).3s""","=""3D*""","=""2""","=""2s2.2p3.(2D*).3p""","=""3D""","=""1""",,"=""T7663c11""","=""L3834""",
Na,4,"=""211.6158""","=""0.0010""","=""211.62""","=""0.06""","=""7bl""","=""2.04e+08""",B,"=""65.1089""","=""70.9660""","=""2s2.2p3.(2D*).3s""","=""3D*""","=""1""","=""2s2.2p3.(2D*).3p""","=""3D""","=""1""",,"=""T7663c11""","=""L3834""",
Na,3,"=""211.6750""","=""0.0005""","=""211.6749""","=""0.0013""","=""12""","=""3.03e+08""",B+,"=""51.751498""","=""57.606938""","=""2s2.2p4.(3P).3p""","=""4S*""","=""3/2""","=""2s2.2p4.(3P).3d""","=""4P""","=""3/2""",,"=""c51,T7317""","=""L1882""",
Na,3,"=""212.073""","=""0.0010""","=""212.0765""","=""0.0013""","=""4bl""","=""6.44e+07""",B,"=""55.488875""","=""61.333230""","=""2s2.2p4.(1D).3p""","=""2P*""","=""3/2""","=""2s2.2p4.(1D).3d""","=""2D""","=""3/2""",,"=""c51,T7317""","=""L1882""",
Na,3,"=""212.4510""","=""0.0005""","=""212.4512""","=""0.0013""","=""10""","=""1.86e+08""",B+,"=""55.488875""","=""61.322923""","=""2s2.2p4.(1D).3p""","=""2P*""","=""3/2""","=""2s2.2p4.(1D).3d""","=""2D""","=""5/2""",,"=""c51,T7317""","=""L1882""",
Na,4,"=""212.4875""","=""0.0010""","=""212.49""","=""0.06""","=""4""","=""2.34e+08""",B,"=""73.9664""","=""79.7994""","=""2s2.2p3.(2D*).3p""","=""1D""","=""2""","=""2s2.2p3.(2D*).3d""","=""1D*""","=""2""",,"=""T7663c11""","=""L3834""",
Na,3,"=""212.663""","=""0.0010""","=""212.6627""","=""0.0013""","=""11""","=""3.71e+08""",B+,"=""51.751498""","=""57.579742""","=""2s2.2p4.(3P).3p""","=""4S*""","=""3/2""","=""2s2.2p4.(3P).3d""","=""4P""","=""1/2""",,"=""c51,T7317""","=""L1882""",
Na,3,"=""214.0723""","=""0.0005""","=""214.0722""","=""0.0013""","=""15""","=""3.80e+08""",A,"=""49.491356""","=""55.281231""","=""2s2.2p4.(1D).3s""","=""2D""","=""5/2""","=""2s2.2p4.(1D).3p""","=""2D*""","=""5/2""",,"=""c51,T7317""","=""L1882""",
Na,3,"=""214.1068""","=""0.0005""","=""214.1071""","=""0.0013""","=""9""","=""3.11e+07""",B,"=""49.492299""","=""55.281231""","=""2s2.2p4.(1D).3s""","=""2D""","=""3/2""","=""2s2.2p4.(1D).3p""","=""2D*""","=""5/2""",,"=""c51,T7317""","=""L1882""",
Na,3,"=""214.4202""","=""0.0005""","=""214.4197""","=""0.0013""","=""7""","=""1.98e+07""",C+,"=""49.491356""","=""55.271848""","=""2s2.2p4.(1D).3s""","=""2D""","=""5/2""","=""2s2.2p4.(1D).3p""","=""2D*""","=""3/2""",,"=""c51,T7317""","=""L1882""",
Na,3,"=""214.4542""","=""0.0005""","=""214.4547""","=""0.0013""","=""14""","=""3.88e+08""",B+,"=""49.492299""","=""55.271848""","=""2s2.2p4.(1D).3s""","=""2D""","=""3/2""","=""2s2.2p4.(1D).3p""","=""2D*""","=""3/2""",,"=""c51,T7317""","=""L1882""",
Na,3,"=""214.5231""","=""0.0005""","=""214.5232""","=""0.0013""","=""9""","=""8.27e+07""",B,"=""51.877158""","=""57.654863""","=""2s2.2p4.(3P).3p""","=""2P*""","=""3/2""","=""2s2.2p4.(3P).3d""","=""2D""","=""3/2""",,"=""c51,T7317""","=""L1882""",
Na,3,"=""214.6234""","=""0.0005""","=""214.6235""","=""0.0013""","=""9""","=""1.68e+08""",B+,"=""55.558226""","=""61.333230""","=""2s2.2p4.(1D).3p""","=""2P*""","=""1/2""","=""2s2.2p4.(1D).3d""","=""2D""","=""3/2""",,"=""c51,T7317""","=""L1882""",
Na,3,"=""214.8574""","=""0.0005""","=""214.8573""","=""0.0013""","=""12""","=""1.54e+08""",C,"=""51.877158""","=""57.645879""","=""2s2.2p4.(3P).3p""","=""2P*""","=""3/2""","=""2s2.2p4.(3P).3d""","=""4P""","=""5/2""",,"=""c51,T7317""","=""L1882""",
Na,3,"=""215.1653""","=""0.0005""","=""215.1653""","=""0.0013""","=""10""","=""1.34e+08""",B+,"=""51.894397""","=""57.654863""","=""2s2.2p4.(3P).3p""","=""2P*""","=""1/2""","=""2s2.2p4.(3P).3d""","=""2D""","=""3/2""",,"=""c51,T7317""","=""L1882""",
Na,4,"=""215.5762""","=""0.0010""","=""215.58""","=""0.07""","=""10""","=""2.97e+08""",B+,"=""65.8864""","=""71.6359""","=""2s2.2p3.(2D*).3s""","=""1D*""","=""2""","=""2s2.2p3.(2D*).3p""","=""1F""","=""3""",,"=""T7663c11""","=""L3834""",
Na,3,"=""215.9082""","=""0.0005""","=""215.9089""","=""0.0013""","=""9""","=""3.11e+08""",B+,"=""55.488875""","=""61.229502""","=""2s2.2p4.(1D).3p""","=""2P*""","=""3/2""","=""2s2.2p4.(1D).3d""","=""2S""","=""1/2""",,"=""c51,T7317""","=""L1882""",
Na,3,"=""216.3178""","=""0.0005""","=""216.3177""","=""0.0013""","=""5""","=""2.37e+07""",C+,"=""51.877158""","=""57.606938""","=""2s2.2p4.(3P).3p""","=""2P*""","=""3/2""","=""2s2.2p4.(3P).3d""","=""4P""","=""3/2""",,"=""c51,T7317""","=""L1882""",
Na,3,"=""216.9702""","=""0.0005""","=""216.9706""","=""0.0013""","=""4""","=""1.81e+07""",C,"=""51.894397""","=""57.606938""","=""2s2.2p4.(3P).3p""","=""2P*""","=""1/2""","=""2s2.2p4.(3P).3d""","=""4P""","=""3/2""",,"=""c51,T7317""","=""L1882""",
Na,3,"=""217.453""","=""0.0010""","=""217.4524""","=""0.0013""","=""10bl""","=""1.00e+08""",D+,"=""51.877158""","=""57.577043""","=""2s2.2p4.(3P).3p""","=""2P*""","=""3/2""","=""2s2.2p4.(3P).3d""","=""2F""","=""5/2""",,"=""c51,T7317""","=""L1882""",
Na,3,"=""218.2846""","=""0.0005""","=""218.2848""","=""0.0013""","=""9""","=""1.14e+07""",B+,"=""45.397361""","=""51.075511""","=""2s2.2p4.(3P).3s""","=""4P""","=""5/2""","=""2s2.2p4.(3P).3p""","=""4D*""","=""3/2""",,"=""c51,T7317""","=""L1882""",
Na,3,"=""218.5300""","=""0.0005""","=""218.5299""","=""0.0014""","=""8""","=""2.06e+08""",B+,"=""55.488875""","=""61.160659""","=""2s2.2p4.(1D).3p""","=""2P*""","=""3/2""","=""2s2.2p4.(1D).3d""","=""2P""","=""1/2""",,"=""c51,T7317""","=""L1882""",
Na,3,"=""218.5498""","=""0.0005""","=""218.5494""","=""0.0014""","=""8""","=""2.02e+08""",B+,"=""55.558226""","=""61.229502""","=""2s2.2p4.(1D).3p""","=""2P*""","=""1/2""","=""2s2.2p4.(1D).3d""","=""2S""","=""1/2""",,"=""c51,T7317""","=""L1882""",
Na,3,"=""218.942""","=""0.0010""","=""218.9432""","=""0.0014""","=""1""","=""9.47e+06""",C,"=""51.877158""","=""57.538235""","=""2s2.2p4.(3P).3p""","=""2P*""","=""3/2""","=""2s2.2p4.(3P).3d""","=""4F""","=""3/2""",,"=""c51,T7317""","=""L1882""",
Na,3,"=""219.0185""","=""0.0005""","=""219.0179""","=""0.0014""","=""11""","=""3.28e+08""",B+,"=""55.488875""","=""61.148022""","=""2s2.2p4.(1D).3p""","=""2P*""","=""3/2""","=""2s2.2p4.(1D).3d""","=""2P""","=""3/2""",,"=""c51,T7317""","=""L1882""",
Na,3,"=""219.611""","=""0.0010""","=""219.6121""","=""0.0014""","=""3""","=""1.67e+07""",C+,"=""51.894397""","=""57.538235""","=""2s2.2p4.(3P).3p""","=""2P*""","=""1/2""","=""2s2.2p4.(3P).3d""","=""4F""","=""3/2""",,"=""c51,T7317""","=""L1882""",
Na,3,"=""220.2831""","=""0.0005""","=""220.2831""","=""0.0014""","=""15""","=""8.53e+07""",A,"=""45.397361""","=""51.024008""","=""2s2.2p4.(3P).3s""","=""4P""","=""5/2""","=""2s2.2p4.(3P).3p""","=""4D*""","=""5/2""",,"=""c51,T7317""","=""L1882""",
Na,6,"=""220.459""","=""0.001""","=""220.4""","=""0.7""","=""25""","=""1.63e+08""",B,"=""117.957""","=""123.580""","=""2s.2p2.(4P).3s""","=""3P""","=""2""","=""2s.2p2.(4P).3p""","=""3D*""","=""3""",,"=""T5520c2,LS""","=""L2109""",
Na,3,"=""220.8069""","=""0.0005""","=""220.8065""","=""0.0014""","=""8""","=""2.63e+07""",C+,"=""51.877158""","=""57.490469""","=""2s2.2p4.(3P).3p""","=""2P*""","=""3/2""","=""2s2.2p4.(3P).3d""","=""4F""","=""5/2""",,"=""c51,T7317""","=""L1882""",
Na,3,"=""221.2352""","=""0.0005""","=""221.2353""","=""0.0014""","=""9""","=""2.42e+08""",B+,"=""55.558226""","=""61.160659""","=""2s2.2p4.(1D).3p""","=""2P*""","=""1/2""","=""2s2.2p4.(1D).3d""","=""2P""","=""1/2""",,"=""c51,T7317""","=""L1882""",
Na,3,"=""221.4208""","=""0.0005""","=""221.4208""","=""0.0014""","=""10""","=""5.14e+07""",B+,"=""45.507242""","=""51.104980""","=""2s2.2p4.(3P).3s""","=""4P""","=""3/2""","=""2s2.2p4.(3P).3p""","=""4D*""","=""1/2""",,"=""c51,T7317""","=""L1882""",
Na,3,"=""221.734""","=""0.0010""","=""221.7354""","=""0.0014""","=""6""","=""6.86e+07""",B,"=""55.558226""","=""61.148022""","=""2s2.2p4.(1D).3p""","=""2P*""","=""1/2""","=""2s2.2p4.(1D).3d""","=""2P""","=""3/2""",,"=""c51,T7317""","=""L1882""",
Na,3,"=""222.5280""","=""0.0005""","=""222.5279""","=""0.0014""","=""5""","=""1.09e+07""",C,"=""46.324504""","=""51.894397""","=""2s2.2p4.(3P).3s""","=""2P""","=""3/2""","=""2s2.2p4.(3P).3p""","=""2P*""","=""1/2""",,"=""c51,T7317""","=""L1882""",
Na,3,"=""222.5927""","=""0.0005""","=""222.5928""","=""0.0014""","=""15""","=""1.82e+08""",A,"=""45.507242""","=""51.075511""","=""2s2.2p4.(3P).3s""","=""4P""","=""3/2""","=""2s2.2p4.(3P).3p""","=""4D*""","=""3/2""",,"=""c51,T7317""","=""L1882""",
Na,3,"=""223.0328""","=""0.0005""","=""223.0328""","=""0.0014""","=""30""","=""3.64e+08""",A,"=""45.397361""","=""50.954646""","=""2s2.2p4.(3P).3s""","=""4P""","=""5/2""","=""2s2.2p4.(3P).3p""","=""4D*""","=""7/2""",,"=""c51,T7317""","=""L1882""",
Na,3,"=""223.2187""","=""0.0005""","=""223.2188""","=""0.0014""","=""16""","=""2.34e+08""",B+,"=""46.324504""","=""51.877158""","=""2s2.2p4.(3P).3s""","=""2P""","=""3/2""","=""2s2.2p4.(3P).3p""","=""2P*""","=""3/2""",,"=""c51,T7317""","=""L1882""",
